country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Russia,RUS,2020-12-29,,,,,68000.0,,,,466.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2020-12-30,,,,,68000.0,,,,466.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2020-12-31,,,,,68000.0,,,,466.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2021-01-01,,,,,68000.0,,,,466.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2021-01-02,800000.0,800000.0,,,68000.0,0.55,0.55,,466.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2021-01-03,,,,,60883.0,,,,417.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2021-01-04,,,,,53766.0,,,,368.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2021-01-05,,,,,46649.0,,,,320.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2021-01-06,,,,,39532.0,,,,271.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2021-01-07,,,,,32416.0,,,,222.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2021-01-08,,,,,25299.0,,,,173.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2021-01-09,,,,,18182.0,,,,125.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2021-01-10,,,,,18182.0,,,,125.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2021-01-11,,,,,18182.0,,,,125.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2021-01-12,,,,,18182.0,,,,125.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2021-01-13,1000000.0,1000000.0,,,18182.0,0.69,0.69,,125.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Saudi Arabia,SAU,2021-01-06,100000.0,100000.0,,,,0.29,0.29,,,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,2021-01-07,137862.0,137862.0,,37862.0,37862.0,0.4,0.4,,1088.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,2021-01-08,,,,,23990.0,,,,689.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,2021-01-09,,,,,19366.0,,,,556.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,2021-01-10,,,,,17055.0,,,,490.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,2021-01-11,178337.0,178337.0,,,15667.0,0.51,0.51,,450.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,2021-01-12,,,,,16312.0,,,,469.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,2021-01-13,,,,,16772.0,,,,482.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,2021-01-14,,,,,14153.0,,,,407.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,2021-01-15,,,,,15498.0,,,,445.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,2021-01-16,,,,,16843.0,,,,484.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,2021-01-17,295530.0,295530.0,,,18187.0,0.85,0.85,,522.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Scotland,,2020-12-13,18858.0,18858.0,,,,0.35,0.35,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-14,,,,,5821.0,,,,1065.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-15,,,,,5821.0,,,,1065.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-16,,,,,5821.0,,,,1065.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-17,,,,,5821.0,,,,1065.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-18,,,,,5821.0,,,,1065.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-19,,,,,5821.0,,,,1065.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-20,59608.0,59608.0,,,5821.0,1.09,1.09,,1065.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-21,,,,,5690.0,,,,1041.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-22,,,,,5558.0,,,,1017.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-23,,,,,5426.0,,,,993.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-24,,,,,5295.0,,,,969.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-25,,,,,5163.0,,,,945.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-26,,,,,5031.0,,,,921.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-27,93904.0,93904.0,,,4899.0,1.72,1.72,,897.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-28,,,,,4635.0,,,,848.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-29,,,,,4370.0,,,,800.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-30,,,,,4105.0,,,,751.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2020-12-31,,,,,3841.0,,,,703.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-01,,,,,3576.0,,,,655.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-02,,,,,3312.0,,,,606.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-03,115232.0,115194.0,38.0,,3047.0,2.11,2.11,0.0,558.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-04,,,,,3650.0,,,,668.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-05,,,,,4254.0,,,,779.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-06,,,,,4858.0,,,,889.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-07,,,,,5461.0,,,,1000.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-08,,,,,6065.0,,,,1110.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-09,,,,,6668.0,,,,1221.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-10,166135.0,163377.0,2758.0,,7272.0,3.04,2.99,0.05,1331.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-11,178799.0,175942.0,2857.0,12664.0,8042.0,3.27,3.22,0.05,1472.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-12,194955.0,191965.0,2990.0,16156.0,9311.0,3.57,3.51,0.05,1704.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-13,211397.0,208207.0,3190.0,16442.0,10621.0,3.87,3.81,0.06,1944.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-14,228171.0,224840.0,3331.0,16774.0,11979.0,4.18,4.12,0.06,2193.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-15,,,,,12869.0,,,,2356.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-16,,,,,13760.0,,,,2519.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-17,268689.0,264991.0,3698.0,,14651.0,4.92,4.85,0.07,2682.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-18,288468.0,284582.0,3886.0,19779.0,15667.0,5.28,5.21,0.07,2868.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-19,314079.0,309909.0,4170.0,25611.0,17018.0,5.75,5.67,0.08,3115.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-20,339337.0,334871.0,4466.0,25258.0,18277.0,6.21,6.13,0.08,3345.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-21,363143.0,358454.0,4689.0,23806.0,19282.0,6.65,6.56,0.09,3529.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-01-22,385855.0,380667.0,5188.0,22712.0,20597.0,7.06,6.97,0.09,3770.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Serbia,SRB,2021-01-08,7000.0,7000.0,,,,0.1,0.1,,,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-09,,,,,1150.0,,,,169.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-10,9300.0,9300.0,,,1150.0,0.14,0.14,,169.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-11,,,,,1503.0,,,,221.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-12,,,,,1680.0,,,,247.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-13,,,,,1785.0,,,,262.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-14,18136.0,18136.0,,,1856.0,0.27,0.27,,273.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-15,,,,,2221.0,,,,326.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-16,,,,,2687.0,,,,395.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-17,,,,,3153.0,,,,463.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-18,,,,,3468.0,,,,510.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-19,,,,,3783.0,,,,556.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-20,44611.0,44611.0,,,4098.0,0.66,0.66,,602.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-21,84832.0,84832.0,,40221.0,9528.0,1.25,1.25,,1400.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-22,119711.0,119711.0,,34879.0,13880.0,1.76,1.76,,2040.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,2021-01-23,163355.0,163355.0,,43644.0,19485.0,2.4,2.4,,2864.0,Pfizer/BioNTech,Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Seychelles,SYC,2021-01-09,0.0,0.0,,,,0.0,0.0,,,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/sbc.sc/photos/1754801801366859/
Seychelles,SYC,2021-01-10,,,,,500.0,,,,5084.0,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/sbc.sc/photos/1754801801366859/
Seychelles,SYC,2021-01-11,,,,,500.0,,,,5084.0,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/sbc.sc/photos/1754801801366859/
Seychelles,SYC,2021-01-12,,,,,500.0,,,,5084.0,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/sbc.sc/photos/1754801801366859/
Seychelles,SYC,2021-01-13,2000.0,2000.0,,,500.0,2.03,2.03,,5084.0,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/sbc.sc/photos/1754801801366859/
Seychelles,SYC,2021-01-14,,,,,600.0,,,,6101.0,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/sbc.sc/photos/1754801801366859/
Seychelles,SYC,2021-01-15,4000.0,4000.0,,,667.0,4.07,4.07,,6783.0,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/sbc.sc/photos/1754801801366859/
Seychelles,SYC,2021-01-16,7000.0,7000.0,,3000.0,1000.0,7.12,7.12,,10169.0,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/sbc.sc/photos/1754801801366859/
Seychelles,SYC,2021-01-17,,,,,1118.0,,,,11369.0,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/sbc.sc/photos/1754801801366859/
Seychelles,SYC,2021-01-18,,,,,1236.0,,,,12569.0,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/sbc.sc/photos/1754801801366859/
Seychelles,SYC,2021-01-19,10976.0,10976.0,,,1354.0,11.16,11.16,,13769.0,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/sbc.sc/photos/1754801801366859/
Seychelles,SYC,2021-01-20,13163.0,13163.0,,2187.0,1595.0,13.39,13.39,,16219.0,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/sbc.sc/photos/1754801801366859/
Singapore,SGP,2021-01-11,3400.0,3400.0,,,,0.06,0.06,,,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,2021-01-12,6200.0,6200.0,,2800.0,2800.0,0.11,0.11,,479.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,2021-01-13,,,,,4090.0,,,,699.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,2021-01-14,,,,,4520.0,,,,773.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,2021-01-15,,,,,4735.0,,,,809.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,2021-01-16,,,,,4864.0,,,,831.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,2021-01-17,,,,,4950.0,,,,846.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,2021-01-18,,,,,5011.0,,,,857.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,2021-01-19,,,,,5380.0,,,,920.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,2021-01-20,,,,,5380.0,,,,920.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,2021-01-21,,,,,5380.0,,,,920.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,2021-01-22,60000.0,60000.0,,,5380.0,1.03,1.03,,920.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Slovakia,SVK,2021-01-04,0.0,0.0,,,,0.0,0.0,,,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-05,425.0,425.0,,425.0,425.0,0.01,0.01,,78.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-06,6618.0,6618.0,,6193.0,3309.0,0.12,0.12,,606.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-07,13631.0,13631.0,,7013.0,4544.0,0.25,0.25,,832.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-08,20548.0,20548.0,,6917.0,5137.0,0.38,0.38,,941.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-09,22281.0,22281.0,,1733.0,4456.0,0.41,0.41,,816.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-10,25326.0,25326.0,,3045.0,4221.0,0.46,0.46,,773.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-11,29221.0,29221.0,,3895.0,4174.0,0.54,0.54,,765.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-12,39735.0,39735.0,,10514.0,5616.0,0.73,0.73,,1029.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-13,46243.0,46243.0,,6508.0,5661.0,0.85,0.85,,1037.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-14,53425.0,53425.0,,7182.0,5685.0,0.98,0.98,,1041.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-15,60753.0,60753.0,,7328.0,5744.0,1.11,1.11,,1052.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-16,61961.0,61961.0,,1208.0,5669.0,1.13,1.13,,1038.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-17,62015.0,62015.0,,54.0,5241.0,1.14,1.14,,960.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-18,70998.0,70416.0,582.0,8983.0,5968.0,1.3,1.29,0.01,1093.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-19,78044.0,77005.0,1039.0,7046.0,5473.0,1.43,1.41,0.02,1002.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-20,85338.0,83438.0,1900.0,7294.0,5585.0,1.56,1.53,0.03,1023.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,2021-01-21,92167.0,89635.0,2532.0,6829.0,5535.0,1.69,1.64,0.05,1014.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovenia,SVN,2021-01-03,5934.0,5934.0,,,,0.29,0.29,,,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,2021-01-04,7204.0,7204.0,,1270.0,1270.0,0.35,0.35,,611.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,2021-01-05,8901.0,8901.0,,1697.0,1484.0,0.43,0.43,,714.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,2021-01-06,12265.0,12265.0,,3364.0,2110.0,0.59,0.59,,1015.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,2021-01-07,16339.0,16339.0,,4074.0,2601.0,0.79,0.79,,1251.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,2021-01-08,19523.0,19523.0,,3184.0,2718.0,0.94,0.94,,1307.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,2021-01-09,19930.0,19930.0,,407.0,2333.0,0.96,0.96,,1122.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,2021-01-10,20546.0,20546.0,,616.0,2087.0,0.99,0.99,,1004.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,2021-01-11,22484.0,22484.0,,1938.0,2183.0,1.08,1.08,,1050.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,2021-01-12,24462.0,24462.0,,1978.0,2223.0,1.18,1.18,,1069.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,2021-01-13,29561.0,29561.0,,5099.0,2471.0,1.42,1.42,,1189.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,2021-01-14,35159.0,35159.0,,5598.0,2689.0,1.69,1.69,,1293.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,2021-01-15,40778.0,40778.0,,5619.0,3036.0,1.96,1.96,,1460.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,2021-01-16,41439.0,41439.0,,661.0,3073.0,1.99,1.99,,1478.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
